post_id,title,author,created_utc,cleaned_text,keywords,image_text,doc_embedding,cluster
1i16cgi,Japan Debuts First General-Purpose Quantum Computer Made of Light,S********,2025-01-14 13:44:06,Japan Debuts First GeneralPurpose Quantum Computer Made of Light,"['japan', ' debuts', ' first', ' generalpurpose', ' quantum', ' computer', ' made', ' light']",,"[-2.57670227e-03 -2.56815646e-03 -1.16644974e-03  4.36771254e-04
 -4.45914268e-03 -2.85079540e-03  8.55789753e-04 -1.83891761e-03
 -4.92541865e-03  3.55665875e-03 -4.63026343e-03  1.37626295e-04
 -3.95555340e-04 -4.45218198e-03  3.49090295e-03 -8.28639546e-04
  5.33777941e-03  1.21644152e-05  1.36341492e-03 -2.27588136e-03
 -1.21264358e-03 -2.79781548e-03 -1.16916606e-03 -1.61310192e-03
 -1.74259290e-03 -2.21839384e-03 -1.86939258e-03 -2.27528345e-03
 -2.63188360e-03 -9.20541235e-04 -1.73244707e-03 -3.87656619e-03
  4.06863634e-03 -2.32170033e-03  1.56198323e-04 -8.84959998e-04
 -6.14902587e-04 -5.92637761e-03 -3.14620021e-03 -2.85971374e-03
  2.26766546e-03 -4.27416340e-03 -4.57699271e-03 -1.70789647e-03
  2.81629292e-03 -1.78087153e-04  4.61345626e-04  8.83767090e-04
  7.06820225e-04 -3.57013894e-03 -9.31022863e-04 -3.26865492e-03
  1.15630461e-03  4.95084189e-03  1.57372415e-04 -3.65056028e-03
  3.57975741e-03  3.26048001e-03 -4.37176600e-03  4.85962210e-03
  1.31219102e-03 -2.41958094e-03  3.83618614e-03  3.71155475e-04
 -5.56803076e-03  9.84907034e-04 -4.16556513e-03  2.63326825e-03
  2.14771507e-03 -9.10228759e-04  3.47409444e-03  1.20744586e-03
 -1.96140842e-03  2.42041133e-04  2.20672926e-03 -1.98094733e-03
 -4.99698054e-03  7.28626328e-05 -4.82756970e-03 -1.67499587e-04
 -1.28185772e-03  8.34447681e-04  5.36637264e-04 -1.02928447e-04
 -5.06959530e-03 -3.79235484e-03 -1.00794202e-03  5.41376369e-03
  1.82339305e-03  2.09715727e-04  1.53298397e-03 -9.84192593e-04
  6.45533262e-04 -3.21307336e-03  3.93452030e-03  2.36242823e-03
  1.02448580e-03  4.28558531e-04  5.46502357e-04  2.53561069e-03]",1
1i18b5h,Donut Lab's New Motor Brings Power to the Wheel Hub | The Finland-based company's in-wheel motor serves up 650 kilowatts of power,c********,2025-01-14 15:17:39,Donut Lab's New Motor Brings Power to the Wheel Hub The Finlandbased company's inwheel motor serves up 650 kilowatts of power,"['donut', ' motor', ' brings', ' power', ' wheel', ' finlandbased', ' company', ' inwheel', ' serves', ' kilowatts']",,"[ 3.25695798e-03 -3.00361705e-03  6.32342242e-04  1.27772579e-03
 -4.01025591e-03  7.52706837e-04 -3.99680715e-03  2.53639650e-03
 -2.03151628e-03 -3.54983145e-03 -4.87310020e-03 -1.39797770e-03
  1.22857036e-03  1.70506688e-03 -4.67215525e-03 -3.21427407e-03
  3.50920367e-03 -7.13696238e-04 -3.52629065e-03 -3.87890311e-03
 -3.06557049e-03  1.99144287e-03 -6.42594823e-04  5.47201373e-03
  5.09402854e-03  1.11989048e-03 -6.46553794e-03  1.16929691e-03
  1.17185048e-03 -1.15757540e-03 -1.76616013e-03  1.19565078e-03
  4.14230721e-03  6.59757247e-03  3.37207946e-03 -5.64666814e-04
  3.12251900e-03 -6.34882785e-03 -4.26200731e-03  3.08073382e-03
  4.75186296e-03  6.20416540e-04  5.86855318e-03 -9.51264286e-04
 -4.20772517e-03 -5.78322681e-04  3.61298700e-03  2.22973689e-03
 -3.45711876e-03  1.77198369e-03  2.49272701e-03 -3.76257976e-03
  1.24091469e-03 -1.96206500e-04 -5.74121671e-03 -1.29552907e-03
 -2.28761137e-03  2.59943819e-03 -1.09066284e-04  3.24727269e-04
  2.21502758e-03  3.22632701e-03  3.81874549e-03 -3.39083164e-03
  1.70666375e-03  5.50618209e-03 -3.76364239e-03  4.27490426e-03
 -5.59792342e-03  4.85041505e-03 -4.13407106e-03  4.32404410e-03
  4.33607539e-03  5.40566910e-03  2.39585480e-03  3.71150183e-03
 -3.31283244e-03  4.19206638e-03 -3.45105212e-03  3.89931956e-03
 -5.42870536e-03  5.08621288e-03  4.05016448e-03  7.38705881e-03
 -3.86424130e-03  4.97828750e-03  3.58494640e-06 -2.53172941e-03
  2.15349626e-03  1.55267830e-03 -1.94148615e-03 -3.43651674e-03
 -1.43661979e-03  6.00826601e-03  5.31810452e-04  1.50678027e-03
 -2.57306453e-03 -6.77307090e-03 -1.86648604e-03 -1.84388692e-03]",0
1i19pvc,Scientists invent sand-powered seismic device to reduce earthquake damage by 75% | University of Sharjah professors patent an earthquake dissipation device that only needs sand to withstand seismic forces.,c********,2025-01-14 16:19:39,Scientists invent sandpowered seismic device to reduce earthquake damage by 75 University of Sharjah professors patent an earthquake dissipation device that only needs sand to withstand seismic forces.,"['scientists', ' invent', ' sandpowered', ' seismic', ' device', ' reduce', ' earthquake', ' damage', ' university', ' sharjah', ' professors', ' patent', ' dissipation', ' needs', ' sand', ' withstand', ' forces']",,"[-4.97400854e-03  3.54927522e-03 -5.74706541e-03  3.38957063e-03
 -4.39193333e-03 -5.62958838e-03 -3.18170502e-03  6.56763278e-03
  1.01096102e-03  3.84984049e-03  9.30998765e-04 -3.99540178e-03
 -1.00489054e-03  1.60364422e-03 -1.61989022e-03 -5.57939382e-03
 -8.44793336e-04 -2.15353747e-03 -3.27993045e-03 -5.45880850e-03
  3.58754001e-03 -3.97067005e-03  5.57590323e-03 -2.31804280e-03
  1.02291803e-03 -1.47875980e-03 -6.04381831e-03 -1.45408872e-03
  2.00990587e-03 -4.67619952e-03 -2.66288244e-03  6.02835231e-03
  6.88698492e-04  9.20727197e-03  1.74418237e-04  4.83366923e-04
 -3.83132859e-03 -9.86073911e-03 -3.70464916e-03  3.46637261e-03
  7.15690106e-03  3.55439610e-03  2.27698032e-03 -5.54520916e-03
  8.59474821e-04  4.41249087e-03  2.85639311e-03 -3.50474450e-03
  2.17308337e-03  3.94836906e-03 -1.61940930e-03  2.24068831e-03
 -6.78110169e-04  3.92136769e-03 -7.39539787e-03  2.49764300e-03
 -2.45242566e-03  2.42496375e-03 -6.86824846e-04  3.52604291e-03
  2.94317934e-03  6.81789545e-03 -2.05311272e-03  6.73305988e-03
 -2.67549301e-03  2.59869662e-03 -2.24945194e-04  3.30282049e-03
 -7.14179315e-03  1.32322335e-03 -5.17552625e-03  5.41124120e-03
  7.11225998e-03  1.17730978e-03  3.16213514e-03  3.49149434e-03
  4.42562392e-03 -9.69397253e-04 -2.34784395e-03  2.91395839e-03
  1.08582994e-04  5.13445772e-03 -8.44077294e-06  6.61150832e-03
 -2.95347557e-03 -4.03404876e-04 -5.15464926e-03 -7.59432500e-04
  1.03726599e-03 -1.41718285e-03  3.78550612e-03 -2.01534876e-03
 -8.35219631e-04  5.99698629e-03  7.12927897e-03 -1.42735115e-03
 -1.59875012e-03  5.36470441e-04 -9.52181173e-04 -4.87772049e-03]",0
1i1utnt,"We've never been closer to accurately assessing whether an individual is more susceptible to developing major depressive disorder due to their biology, with 293 newly identified gene variants found to play a role in ramping up the risk factor | That's 42% more than was previously known.",c********,2025-01-15 10:48:22,"We've never been closer to accurately assessing whether an individual is more susceptible to developing major depressive disorder due to their biology, with 293 newly identified gene variants found to play a role in ramping up the risk factor That's 42 more than was previously known.","['never', ' closer', ' accurately', ' assessing', ' whether', ' individual', ' susceptible', ' developing', ' major', ' depressive', ' disorder', ' biology', ' newly', ' identified', ' gene', ' variants', ' found', ' play', ' role', ' ramping', ' risk', ' factor', ' previously', ' known']",,"[-3.78687214e-03 -1.91158324e-03 -4.83795907e-03 -1.84966170e-03
  6.28449954e-03 -4.70079761e-03  2.73112091e-03  5.54948580e-03
 -2.75514042e-03 -3.80467367e-03 -3.45576834e-03 -2.69036787e-03
 -2.99116271e-03 -2.90108309e-03 -1.46184675e-03 -7.56212336e-04
  3.01605207e-04 -9.17353388e-03 -3.55846412e-03 -2.71102158e-06
  2.31090351e-03 -3.74529627e-03  1.19165066e-04  8.22394062e-03
  6.03301544e-03  7.19797448e-04 -6.59901928e-03 -1.58613978e-03
 -6.34688465e-03 -8.69845413e-03 -2.28703037e-04  2.25927774e-03
  3.94742005e-03  3.65024991e-03  2.30101799e-03  6.85213180e-03
 -5.32836653e-03 -6.33515278e-03 -6.49692898e-04 -6.89773168e-03
  8.69411509e-03 -8.66490358e-04  1.60563574e-03 -2.72332015e-03
 -1.14252407e-03 -7.89625337e-04 -2.46966654e-03 -1.73692149e-03
  2.87813740e-03  2.27791118e-03  3.79154133e-03 -4.42043133e-03
 -1.47325953e-03 -4.41177189e-03 -1.11163501e-03 -2.77379178e-03
 -6.92586822e-04  2.53293337e-03 -2.21059052e-03  4.10082098e-03
 -2.25450238e-03  6.25285087e-03 -3.15875467e-03  1.14837149e-03
 -1.71224307e-03 -1.92840165e-03 -1.02512713e-03 -1.29851047e-03
 -3.93559178e-03  3.60741187e-03  1.20332174e-03  4.76132613e-03
  4.67718113e-03  4.75846260e-04  6.62163412e-03  7.19833793e-03
  1.59015204e-03  1.65226264e-03  7.92773906e-04 -1.19092863e-03
 -4.38684365e-03  5.73367579e-03  7.78288755e-04  7.35117355e-03
  3.11074342e-04  6.56384742e-04 -1.42394949e-03  6.00708835e-03
  2.98116531e-04  1.69580147e-04  2.99412990e-03 -2.17988016e-03
 -5.01554459e-03  6.01080339e-03  5.86150074e-03  2.86023598e-03
 -1.65947212e-03 -2.27962015e-03 -2.29210895e-03  3.31365177e-03]",0
1i1xkwd,World's first liquid hydrogen powered turbine engine,A***************,2025-01-15 13:39:17,World's first liquid hydrogen powered turbine engine,"['world', ' first', ' liquid', ' hydrogen', ' powered', ' turbine', ' engine']",,"[ 2.43669981e-03  1.56156404e-03 -3.04931436e-05 -4.35928768e-03
  1.30185124e-03 -4.04021936e-03  3.09524057e-03 -3.49753001e-03
  6.19379396e-04  3.03272041e-03 -4.53349762e-03  1.20695145e-03
 -3.73073155e-03 -4.42490354e-03 -2.57042167e-03  2.51276116e-03
  9.27652931e-04 -1.15332124e-03  5.43375686e-03  1.36402051e-03
 -4.34231851e-03  3.18723684e-03 -2.15532118e-03  2.73400196e-03
 -5.79416810e-04 -1.51645392e-03 -9.96634772e-05 -2.88966228e-03
 -3.53597850e-03 -6.61507656e-04  4.94165346e-03  4.93190996e-03
 -1.25968398e-03  3.47810262e-03  4.06211661e-03  3.17816483e-03
 -2.81687058e-03 -1.99251249e-03  5.41463378e-04  2.31203181e-03
 -3.10396310e-03 -1.81961618e-03  4.32396587e-03 -3.18406546e-03
 -2.54008453e-03  3.91113863e-04 -1.70668645e-03 -2.20129936e-04
  5.05282823e-03 -9.48727029e-05 -3.19598685e-03  3.39055643e-03
  1.04348629e-03 -1.25622912e-03  2.04803841e-03  1.89922156e-03
  3.39928607e-04  3.60192265e-03  2.49907235e-03  1.79021130e-03
  5.60816238e-03  5.25901420e-03 -3.07332957e-03  5.65979106e-04
  9.34410957e-04  5.28460136e-03 -4.59992746e-03 -1.12776773e-03
  1.01726421e-03  2.75085797e-03 -1.81517366e-03 -3.96450469e-03
  2.78820726e-03 -1.17353792e-03 -2.48582393e-04  1.58400834e-03
 -1.30256079e-03 -1.07439875e-03 -5.01168706e-03  4.84821294e-03
  3.64817539e-03  2.81501072e-03 -2.94604251e-04 -1.06070156e-03
  2.26713833e-03 -2.61235097e-03  2.00422318e-03  1.05659463e-04
  2.27698649e-04  6.28589466e-03  4.57945885e-03 -2.62530823e-03
  2.57445732e-04  1.33131916e-05  3.72141274e-03  3.70431109e-03
 -4.68334509e-03  2.07870523e-03  1.41268101e-04 -4.83969552e-03]",1
1i2nfov,"MIT’s robot bees break pollination records with 1,000-second hover, flips and more | The robot reaches 35 cm/s, performs flips, and traces paths like “M-I-T,” highlighting control and endurance advances.",c********,2025-01-16 12:05:09,"MITs robot bees break pollination records with 1,000second hover, flips and more The robot reaches 35 cms, performs flips, and traces paths like MIT, highlighting control and endurance advances.","['mits', ' robot', ' bees', ' break', ' pollination', ' records', ' 000second', ' hover', ' flips', ' reaches', ' performs', ' traces', ' paths', ' like', ' highlighting', ' control', ' endurance', ' advances']",,"[-4.12366539e-03  2.85596214e-03  1.96380541e-03 -6.48202188e-03
 -1.66775892e-03 -3.21235135e-03  1.98450079e-03  1.06773013e-03
 -4.74056602e-03  2.57693673e-03 -1.55795933e-04 -4.85251239e-03
  3.70826619e-03  5.15164994e-03 -2.19251239e-03 -1.11847441e-03
 -2.83666817e-03 -3.38797271e-03 -1.71768840e-03 -6.01423858e-03
  6.12323452e-03 -3.77441174e-03  1.63451186e-03  3.54728079e-03
 -1.83594762e-03  4.17964673e-03 -9.09269601e-03 -2.34698830e-03
  1.75134966e-03 -3.88144469e-03  3.80279124e-03  3.62538500e-04
 -1.16779364e-03  7.70386122e-03 -1.09422766e-03  3.48792016e-03
 -3.53582110e-03 -6.61056908e-03  2.93717196e-04 -2.85460008e-03
  5.08914888e-03 -9.26023291e-04 -4.61600674e-03  9.43750143e-04
 -3.90257896e-03 -3.08938115e-03  3.87379871e-04 -2.08272901e-03
  1.68979249e-03  7.10255327e-03 -1.69334456e-03  3.33081378e-04
 -3.81846190e-03  3.85881378e-03 -2.35351687e-03 -1.15381589e-03
  1.51733315e-04 -3.59942974e-03 -4.41142684e-03  3.66616831e-03
  4.46150079e-03  6.26137992e-03 -7.18489930e-04  2.18346389e-03
 -2.76402524e-03 -4.95397653e-05 -1.57795975e-03 -5.12163248e-03
 -1.30958343e-03 -1.91638037e-03 -3.02888593e-03 -3.27652157e-03
 -1.32209656e-03  5.49069326e-03  2.54094531e-03 -1.69922691e-03
 -1.19467906e-04 -2.55092699e-03  1.46499282e-04  5.60246222e-03
 -3.04110977e-03  1.74673542e-03 -1.29342137e-03  2.32031173e-03
  8.08217737e-04  5.91945136e-03  1.19724614e-03  4.99047339e-03
  2.06844253e-03  6.77291350e-03 -1.14160741e-03 -3.31788673e-03
 -3.04918154e-03 -3.17504816e-03  2.10051658e-04  2.89300247e-03
  4.59341891e-03 -7.07630394e-03 -9.80289304e-04  4.38268296e-03]",0
1i2pf46,Woven City is a real-world test bed for tomorrow's tech,A***************,2025-01-16 13:55:15,Woven City is a realworld test bed for tomorrow's tech,"['woven', ' city', ' realworld', ' test', ' tomorrow', ' tech']",,"[-3.44890395e-05  2.79196748e-03 -1.91833315e-04  8.14193510e-04
  4.44770698e-03 -2.52443505e-03 -1.80662586e-03  4.88945097e-03
 -6.49670197e-04 -8.75732803e-04 -9.53880837e-04 -6.33632438e-03
 -3.75612028e-04 -5.53632155e-04 -2.40430073e-03 -4.66105703e-04
  3.73932207e-03 -8.91148986e-04 -3.41892336e-03  3.20764771e-03
 -1.76692952e-03  1.53247046e-03  5.19104651e-04 -4.20717988e-03
  4.08875942e-03  4.42379666e-03 -3.36463540e-03  2.93602794e-03
 -5.69579133e-04 -4.18333942e-03 -1.77142239e-04  3.82150360e-03
  2.19124695e-03 -1.62099744e-03  4.73170308e-03 -3.03125964e-03
  2.08744942e-03 -1.84439588e-03 -3.08207655e-03 -5.02345152e-03
 -9.64829815e-04 -1.91317184e-03  4.40440280e-03 -1.10620051e-03
 -7.45936297e-04  7.69233447e-04 -1.38646853e-03  6.49935624e-04
 -3.34722502e-03  1.57808012e-03 -7.04747217e-05  4.49328596e-04
  4.15226584e-03 -9.27728324e-05 -2.97888764e-03  2.40494241e-03
  1.00634131e-03 -4.09453968e-03 -2.69232155e-03 -5.14532626e-03
  5.86326118e-04 -1.50423939e-03  5.67523064e-04  3.50326579e-03
  7.98723137e-04  7.84924778e-04 -3.30638431e-04  2.65032565e-03
  9.11539129e-04 -3.14466213e-03 -5.11489902e-03 -3.37312068e-03
  3.53741599e-03 -4.55194386e-03 -5.91405376e-04 -2.46202201e-03
 -1.49466819e-03 -2.72312737e-03  8.37691885e-04 -5.39895591e-05
 -3.32587166e-03  3.41099617e-03  4.12021810e-03 -9.80857294e-05
 -4.30741860e-03 -4.40315297e-03 -2.33390741e-03 -4.21194173e-03
 -3.74668371e-03  3.99824046e-03 -8.32196965e-05  1.42107019e-03
 -1.92592200e-03  1.15495641e-03  2.11517303e-03 -2.99291871e-03
 -2.30637845e-03 -3.10972356e-03  2.48630485e-03 -2.20536976e-03]",1
1i2s4zm,Device Uses Wind to Create Ammonia Out of Thin Air | The process requires no external power to produce the green energy fuel,c********,2025-01-16 16:00:31,Device Uses Wind to Create Ammonia Out of Thin Air The process requires no external power to produce the green energy fuel,"['device', ' uses', ' wind', ' create', ' ammonia', ' thin', ' process', ' requires', ' external', ' power', ' produce', ' green', ' energy', ' fuel']",,"[ 9.09623341e-04  2.19322974e-03  2.83736433e-03 -5.08449506e-03
  3.30226566e-03 -5.41879330e-03 -3.36677046e-03  2.89600866e-04
  6.17736310e-04 -3.93048953e-03  1.13014574e-03 -4.92890272e-03
 -3.78989032e-03  2.05480610e-03  2.79649324e-03 -1.96427660e-04
  3.38832941e-03 -4.72943578e-03  1.28670060e-03 -7.05422368e-04
  3.97363445e-04  4.34418162e-03  3.39782611e-03  4.33857460e-03
  5.50794555e-03  5.64125460e-03 -3.35511495e-03 -5.09389350e-03
 -4.82656993e-03 -4.65534366e-04  4.60644485e-03 -2.55066040e-03
  1.99302961e-03  9.82093159e-04  3.09162395e-04 -3.51739232e-03
 -4.57548117e-03 -6.01369794e-03  3.04198381e-03 -5.72647713e-03
 -4.70045379e-05 -3.77879851e-03 -2.06969422e-03 -8.06795061e-03
  3.10959108e-03  4.36372031e-03 -2.03600107e-03  3.20459320e-03
 -2.45567714e-03 -8.19579582e-04  2.68643489e-03  3.19222733e-03
  4.43825789e-04  3.40098003e-03 -5.36249531e-03 -2.01322278e-03
 -2.27503665e-03 -1.27248920e-03  3.20377294e-03 -6.46579778e-04
 -1.60383538e-03 -7.89136102e-04  2.36497191e-03  3.00394325e-03
  1.74005504e-03  3.11283860e-03  1.83891549e-04 -6.96915726e-04
 -4.24495526e-03 -1.09951128e-03 -5.64062782e-03 -2.16114358e-03
 -7.05354440e-04 -2.92705651e-03  1.85158523e-03  1.79336604e-03
 -3.71926697e-03 -9.00591724e-04 -4.94130142e-03 -1.16766873e-03
 -6.99406257e-04  1.17381581e-03  2.97085103e-03  6.52236491e-03
 -4.78243828e-03  4.18866286e-03 -1.91918679e-03 -5.84237685e-04
  2.74284859e-04 -8.22977221e-04  2.04000017e-03  3.33077088e-03
 -3.62181966e-03  5.10616833e-03  3.02720931e-03  3.17268237e-03
  4.66646906e-03 -3.28511070e-03  5.75956563e-03 -4.59800428e-03]",1
1i3eoao,"Brain-Controlled Bionic Hand Offers Most Advanced Artificial Touch Yet | The new brain-computer interface device goes ""beyond anything that has been done before,"" the researchers claim.",c********,2025-01-17 11:52:52,"BrainControlled Bionic Hand Offers Most Advanced Artificial Touch Yet The new braincomputer interface device goes beyond anything that has been done before, the researchers claim.","['braincontrolled', ' bionic', ' hand', ' offers', ' advanced', ' artificial', ' touch', ' braincomputer', ' interface', ' device', ' goes', ' beyond', ' anything', ' done', ' researchers', ' claim']",,"[-3.68483132e-03  1.10812765e-03 -4.42041596e-03 -6.91290991e-03
 -3.89772258e-03 -6.20588940e-03  5.71832620e-03  7.39585096e-03
 -6.09427225e-03 -3.00483708e-03 -7.40732253e-03  5.47549163e-04
 -6.37904566e-04  3.06015811e-03  4.14804788e-03 -7.52229569e-03
  6.43339532e-04 -6.86107436e-03 -6.57446915e-04 -3.32090934e-03
  3.75376502e-03 -5.12198592e-03  4.80294600e-03  1.04434951e-03
 -3.23545979e-03  6.34125492e-04 -6.61667949e-03  1.03445572e-03
 -8.10895930e-04 -3.84707632e-03  6.79993257e-03  1.98676507e-03
  3.06941406e-03  2.95117352e-04  2.25893338e-03  8.20286339e-04
  2.14304280e-04 -8.90984607e-04  2.97171343e-03 -1.65758014e-03
  3.18990811e-03 -2.19832780e-03 -4.81758063e-04 -7.97786284e-03
  1.95687241e-03  3.21110687e-03  5.55063598e-03  1.15137431e-03
  6.87027257e-03  3.10274423e-03  2.29447987e-03 -6.43546460e-04
  5.06603485e-03 -1.54732866e-03 -5.61447348e-03 -4.75256518e-03
  1.36074889e-03 -3.87984002e-03 -4.88087209e-03  1.36090745e-03
 -2.36498681e-03  2.47973902e-03 -5.88115072e-03  5.09744836e-03
  9.77373566e-04 -2.61987698e-05  2.95468024e-03  2.07096688e-03
 -2.71835271e-03  7.22072227e-03 -5.09826513e-03  4.98975161e-03
 -1.06539193e-03 -1.82944059e-03  1.92681991e-03 -1.99605757e-03
  4.31250362e-03  2.38248077e-03 -5.55297174e-03  3.94095760e-03
  1.68187055e-03  5.63080248e-04  4.07913746e-03  9.51177906e-03
 -3.09758889e-03 -3.63732874e-03 -2.96242326e-03  6.09721988e-03
 -1.51169661e-03  1.04330934e-03  1.20880187e-03  3.52807669e-03
  1.29757507e-03  2.53652316e-03  5.06829470e-03  5.80318691e-03
 -1.29894190e-03 -8.53658747e-03  1.28979655e-03  2.83804839e-04]",0
1i3f8ce,"21st-century chainmail uses molecular instead of metallic links | The ""highest density of mechanical bonds ever achieved,"" researchers created a flexible material that works like chainmail. The breakthrough has already demonstrated its ability to improve body armor.",c********,2025-01-17 12:26:41,"21stcentury chainmail uses molecular instead of metallic links The highest density of mechanical bonds ever achieved, researchers created a flexible material that works like chainmail. The breakthrough has already demonstrated its ability to improve body armor.","['21stcentury', ' chainmail', ' uses', ' molecular', ' instead', ' metallic', ' links', ' highest', ' density', ' mechanical', ' bonds', ' ever', ' achieved', ' researchers', ' created', ' flexible', ' material', ' works', ' like', ' breakthrough', ' already', ' demonstrated', ' ability', ' improve', ' body', ' armor']",,"[ 1.41929113e-03  4.65090759e-03  3.90981702e-04 -5.94926579e-03
  3.34783318e-03 -2.11365777e-03  4.76593012e-03  1.80095166e-03
 -3.43442475e-03  1.91385264e-03 -8.19594692e-03 -4.98243468e-03
 -1.73767994e-03 -7.61619420e-04 -3.13231279e-03 -4.22817562e-03
  2.77705467e-03 -7.16264034e-03  2.44871899e-03 -8.42782483e-03
  7.28292158e-03  2.43754731e-03  4.23729466e-03  4.37033921e-03
  3.90659971e-03  5.29377768e-03 -3.88039486e-03 -7.53715402e-03
 -2.33367551e-03 -8.75983096e-04  2.31823837e-03 -9.37475779e-05
 -2.93481210e-03  9.60000511e-03 -2.42926297e-04  4.47064452e-03
 -2.95400922e-03 -4.28633392e-03 -2.95635336e-03 -1.56618643e-03
  3.67557583e-03 -1.65759611e-05  5.25733549e-03  3.80792881e-05
 -2.30112206e-03  5.59465168e-03 -7.33019726e-04 -4.15091123e-03
  2.63897143e-03 -1.48363982e-03 -4.44601290e-03  1.37401361e-03
  1.02615089e-03 -2.48814351e-03 -1.30888494e-03 -5.15795033e-03
  7.28102401e-04 -3.96441063e-03 -2.37748376e-03  3.45667405e-03
  2.25722627e-03  8.87279212e-03 -2.48048664e-03  4.00000857e-03
 -2.86147767e-03  8.13955814e-03 -5.04912576e-03  9.92821879e-04
 -6.55503827e-05  5.46268979e-03 -2.00179406e-03  2.60734744e-03
  4.50326130e-03  1.21147407e-03  1.23882282e-03  3.21708363e-03
  4.68631151e-05  1.56213494e-03 -2.81533785e-03  5.32007357e-03
  1.64314837e-03  2.08418630e-03 -1.55601185e-03  1.28997061e-02
  7.18892843e-04 -1.50730088e-03 -4.96059423e-03  8.30841344e-03
  3.11427563e-03 -1.37696217e-03 -5.37834596e-04  1.54961122e-03
 -1.51348452e-03 -1.57575286e-03  8.38976819e-03  2.44304584e-03
  1.36818073e-03 -1.00175282e-02  2.65926658e-03  1.74217159e-03]",0
1i3synh,Robots the size of rice grains aim to revolutionize brain surgery | Far less invasive than traditional tools,c********,2025-01-17 22:44:47,Robots the size of rice grains aim to revolutionize brain surgery Far less invasive than traditional tools,"['robots', ' size', ' rice', ' grains', ' revolutionize', ' brain', ' surgery', ' less', ' invasive', ' traditional', ' tools']",,"[ 9.39400517e-04  3.11620114e-03  2.99451756e-04 -1.26122427e-03
  3.34503059e-03 -7.10044429e-03  5.57151623e-03  1.28022209e-03
 -8.43565358e-05 -9.09243943e-04 -3.95880360e-03 -4.66754241e-03
  1.68864592e-03  1.46226096e-03 -3.98981152e-03 -3.71388625e-03
 -2.03305724e-04 -6.00496400e-03  2.86031194e-04 -4.07424988e-03
 -1.84487959e-03  2.49329372e-03  2.13522682e-04  3.48909432e-03
  4.45581181e-03  2.60941655e-04 -7.10609602e-04 -9.53250274e-04
  3.02946614e-03  2.05621094e-04  4.92840598e-04  2.73859291e-03
 -3.99118708e-03  4.39153891e-03  4.37544147e-03 -9.73316084e-04
 -1.10116787e-03 -4.11481422e-04 -4.11674334e-03  1.22144807e-03
 -1.20739732e-03  3.57185770e-03 -1.54301687e-03  1.64864759e-03
 -1.18146522e-03  3.77163617e-03  2.17448827e-03 -4.48304182e-03
  2.13703560e-03 -1.08786952e-03  3.46339797e-03 -5.07239206e-03
  2.62159505e-03  4.75358078e-03 -5.40156150e-03  3.34209600e-03
 -4.41368017e-03  1.62882498e-03 -6.21093612e-04 -3.20213451e-03
  1.68957037e-03  2.91051879e-03 -4.65282053e-03  1.24322367e-03
 -5.45243686e-03 -2.25611799e-03  7.65095407e-04  1.25915778e-03
  1.64441823e-03  3.64356604e-03  2.03497824e-03 -2.37297174e-03
  5.96868480e-03 -9.57291166e-04  1.60110334e-03 -1.40396494e-03
 -2.00135051e-03  4.04883223e-03  2.49862118e-04 -1.74894551e-04
  1.12949382e-03  2.76204385e-03 -3.90706630e-03  1.55804656e-03
 -1.15289562e-03  2.10149307e-03 -2.87575787e-03  3.45011195e-03
 -1.04777794e-03  8.57438659e-04  3.37143033e-03  1.98771060e-03
  2.23069778e-03 -3.22008296e-03  6.20086445e-03  2.69750576e-03
  4.14962741e-03 -1.05991366e-03  6.10480271e-03  6.79035380e-04]",1
